chembl_id,generic_name,max_phase,mol_type,n_synonyms,brand_names,research_codes
CHEMBL404,tazobactam,4.0,Small molecule,12,tazobactam|tazobactam|tazobactam,"cl 298,741|cl-298741|nsc-759887|ytr-830h"
CHEMBL404271,acarbose,4.0,Oligosaccharide,18,acarbose|acarbose|acarbose|acarbose|glucobay,bay g 5421|bay-g 5421|bay-g-5421|nsc-758915
CHEMBL405110,methylene blue anhydrous,4.0,Small molecule,14,lumeblue (previously known as methylthioninium chloride cosmo)|methylthioninium chloride|methylthioninium chloride proveblue|urolene blue,nsc-215213|nsc-617593
CHEMBL406050,px-12,2.0,Small molecule,1,,
CHEMBL4067549,ulecaciclib,2.0,Small molecule,3,ulecaciclib,
CHEMBL4068611,relacorilant,3.0,Small molecule,6,relacorilant|relacorilant,cort125134
CHEMBL4071161,tirabrutinib,4.0,Small molecule,10,tirabrutinib|tirabrutinib|velexbru,gs-4059|ono-4059|ono-4059(free base)
CHEMBL4073443,tomivosertib,2.0,Small molecule,14,tomivosertib|tomivosertib,eft508|eft-508
CHEMBL407874,6-o-benzylguanine,3.0,Small molecule,4,,nsc-637037
CHEMBL4084119,liraglutide,4.0,Protein,21,liraglutide|liraglutide|liraglutide component of xultophy 100/3.6|saxenda|victoza,nn-2211|nn2211|nn-9924|nn9924|nnc 90-1170
CHEMBL408513,belinostat,4.0,Small molecule,12,beleodaq|belinostat|belinostat,nsc-726630|nsc726630|px-105684|pxd-101|pxd101
CHEMBL409,bicalutamide,4.0,Small molecule,20,bicalutamide|bicalutamide|bicalutamide|bicalutamide|calutide,"ici 176,334|ici-176334|ici176,334-1|nsc-759816"
CHEMBL411,diethylstilbestrol,4.0,Small molecule,16,apstil|diethylstilbestrol|diethylstilbestrol|distilbene|stilbestrol,nsc-3070
CHEMBL4112930,pamiparib,3.0,Small molecule,6,pamiparib|pamiparib,bgb-290
CHEMBL4113131,ensartinib,4.0,Small molecule,7,ensacove|ensartinib|ensartinib,x-396
CHEMBL411907,sonolisib,2.0,Small molecule,4,sonolisib,px-866
CHEMBL412531,thymosin,3.0,Protein,1,,
CHEMBL413,sirolimus,4.0,Small molecule,52,fyarro|hyftor|rapamune|sirolimus|sirolimus,ay-22989|l04aa10|nsc-226080|sirolimus component of sm-88|wy-090217
CHEMBL413376,suramin hexasodium,3.0,Small molecule,18,suramin hexasodium|suramin sodium,bay-205|bayer-205|ci-1003|fourneau 309|fourneau-309
CHEMBL413965,felbinac,4.0,Small molecule,20,dolinac|felbinac|felbinac|felbinac|napageln,"cl 83,544|cl-83544|ljc 10,141|ljc-10141|nsc-16284"
CHEMBL414357,exenatide,4.0,Protein,29,bydureon|bydureon bcise|bydureon pen|byetta|exenatide,ac-002993|ac002993|ac 2993|ac-2993|ac2993
CHEMBL414804,oxaliplatin,4.0,Small molecule,23,eloxatin|oxaliplatin|oxaliplatin|oxaliplatin|oxaliplatin,jm-83|l-ohp|mbp-426 (liposomal oxaliplatin)|nsc-266046|rp-54780
CHEMBL415606,degarelix,4.0,Protein,6,degarelix|degarelix,fe200486 (free base)
CHEMBL415768,deoxyandrographolide,2.0,Small molecule,2,,
CHEMBL416,methoxsalen,4.0,Small molecule,20,8-mop|deltasoralen|meladinine|methoxsalen|oxsoralen,methoxsalen component of sm-88|nsc-45923
CHEMBL416146,etoricoxib,4.0,Small molecule,11,arcoxia|etoricoxib|etoricoxib|etoricoxib,l-791456|mk-0663
CHEMBL417,epirubicin,4.0,Small molecule,12,epirubicin|epirubicin,nsc-256942
CHEMBL419213,lisinopril,4.0,Small molecule,26,acemin|carace|lisinopril|lisinopril|lisinopril,mk-521|nsc-751176|nsc-758151
CHEMBL4204794,avapritinib,4.0,Small molecule,13,avapritinib|avapritinib|ayvakit|ayvakyt,70c366|blu-285|c-366|x-720776|x720776
CHEMBL4206119,upamostat,2.0,Small molecule,5,upamostat,wx-671
CHEMBL4208229,asciminib,4.0,Small molecule,18,asciminib|asciminib,abl-001|abl001|abl001-nx|nvp-abl001
CHEMBL4209441,sofnobrutinib,2.0,Small molecule,4,sofnobrutinib,as-0871
CHEMBL4211649,tinodasertib,2.0,Small molecule,8,tinodasertib,aum-001|etc1907206
CHEMBL4216467,ripretinib,4.0,Small molecule,9,qinlock|ripretinib|ripretinib,dcc-2618
CHEMBL424,salicylic acid,4.0,Small molecule,39,acnisal|bazuka|compound v|compound w|cuplex verruca,fema no. 3985|k-557|nsc-180
CHEMBL424278,o-chloroacetylcarbamoylfumagillol,2.0,Small molecule,4,,agm-1470|nsc-642492
CHEMBL4243974,cp-461,2.0,Small molecule,3,,osi-461
CHEMBL427,mechlorethamine,4.0,Small molecule,14,chlormethine|ledaga,nsc-10107|nsc-128663|nsc-757087
CHEMBL4277900,crozbaciclib,2.0,Small molecule,3,crozbaciclib,
CHEMBL4279455,larotaxel,3.0,Small molecule,5,larotaxel,xrp-9881|xrp9881
CHEMBL4283683,domatinostat,2.0,Small molecule,4,domatinostat,
CHEMBL4284447,sutidiazine,2.0,Small molecule,7,sutidiazine,mmv253|zy19489
CHEMBL4285417,ceralasertib,3.0,Small molecule,7,ceralasertib|ceralasertib,azd6738
CHEMBL428647,paclitaxel,4.0,Small molecule,136,abraxane|apealea|apexelsin|naveruclif|pacitaxel,abi-007|bms 181339-01|bms-181339-01|dhp 107|dhp-107
CHEMBL428676,amonafide,3.0,Small molecule,7,amonafide|amonafide,as-1413|nsc-308847
CHEMBL428690,alvocidib,3.0,Small molecule,15,alvocidib|alvocidib,hl 275|hl-275|hmr 1275|hmr-1275|l 86 8275
CHEMBL4291684,tambiciclib,2.0,Small molecule,3,tambiciclib,
CHEMBL4292264,milademetan,3.0,Small molecule,8,milademetan|milademetan,ds-3032|ds3032a|rain-32
CHEMBL4296717,resminostat,2.0,Small molecule,9,resminostat,4sc-201|byk-408740|byk408740|ras-2410|ras2410
CHEMBL4297163,muparfostat,3.0,Unknown,3,muparfostat,pi-88
CHEMBL4297181,samotolisib,2.0,Small molecule,7,samotolisib|samotolisib,ly 3023414|ly-3023414|ly3023414
CHEMBL4297185,darolutamide,4.0,Small molecule,14,darolutamide|darolutamide|nubeqa,bay 1841788|bay-1841788|bay1841788|odm-201
CHEMBL4297190,surufatinib,3.0,Small molecule,7,surufatinib|surufatinib,hmpl-012
CHEMBL4297192,simethicone,4.0,Unknown,6,simethicone,antifoam a|antifoam af
CHEMBL4297205,padoporfin,2.0,Small molecule,7,padoporfin,wst-09|wst09
CHEMBL4297208,triplatin tetranitrate,2.0,Small molecule,7,triplatin tetranitrate,bbr-3464|bbr3464
CHEMBL4297247,bizalimogene ralaplasmid,3.0,Gene,9,bizalimogene ralaplasmid|bizalimogene ralaplasmid,pgx3002|pgx-3002|vgx-3100|vgx3100
CHEMBL4297258,firmonertinib,3.0,Small molecule,10,firmonertinib|firmonertinib,afu|ast-2818|ast2818
CHEMBL4297263,aroplatin,2.0,Small molecule,2,,
CHEMBL4297269,osugacestat,2.0,Small molecule,12,osugacestat|osugacestat,al-101|al101|bm-0018|bm0018|bms 906024
CHEMBL4297271,bmx-001,2.0,Small molecule,1,,
CHEMBL4297274,ct-2584,2.0,Small molecule,2,,ct 2584
CHEMBL4297280,etarfolatide,2.0,Small molecule,2,,ec-20
CHEMBL4297281,foxy-5,2.0,Protein,5,,
CHEMBL4297310,dordaviprone,3.0,Small molecule,12,dordaviprone|dordaviprone,nsc-350625|onc201|tic-10|tic10
CHEMBL4297314,oxazolidine,2.0,Small molecule,1,,
CHEMBL4297315,pci-27483,2.0,Small molecule,2,,
CHEMBL4297329,pifusertib,2.0,Small molecule,6,pifusertib,tas 117
CHEMBL4297334,piflufolastat f18,4.0,Small molecule,15,piflufolastat (18f)|piflufolastat f18|piflufolastat f18|pylarify|pylclari,
CHEMBL4297339,copper oxodotreotide cu-64,4.0,Protein,9,detectnet,
CHEMBL4297340,edotreotide gallium ga-68,4.0,Protein,38,gallium dotatoc ga 68|gallium ga 68 edotreotide|netspot|somakit toc,
CHEMBL4297341,rm-2 ga-68,3.0,Unknown,6,,68ga-rm2|bay-86-7548
CHEMBL4297362,cbp-501,2.0,Protein,4,,cbp501
CHEMBL4297372,atsm copper (ii),2.0,Small molecule,3,,
CHEMBL4297379,fluorofuranylnorprogesterone f-18,2.0,Small molecule,5,,
CHEMBL4297412,pafolacianine,4.0,Small molecule,13,pafolacianine|pafolacianine,otl 0038|otl-0038|otl0038|otl 38|otl-38
CHEMBL4297420,radium ra-223,3.0,Small molecule,2,,
CHEMBL4297422,rg-4733,2.0,Small molecule,5,,ro 4929097|ro-4929097
CHEMBL4297426,samarium sm-153,3.0,Small molecule,3,,
CHEMBL4297440,t-900607,2.0,Small molecule,4,,t 900607|t900607
CHEMBL4297453,pm-00104,2.0,Small molecule,3,,pm00104
CHEMBL4297462,cfi-400945,2.0,Small molecule,6,,cfi-400945|cfi-400945 fumarate
CHEMBL4297467,padnarsertib,2.0,Small molecule,8,padnarsertib,kpt-9274
CHEMBL4297470,nefextinib,2.0,Small molecule,6,nefextinib,max-40279
CHEMBL4297478,vamotinib,2.0,Small molecule,6,vamotinib,pf-114
CHEMBL4297480,sx-682,2.0,Small molecule,3,,sx-682|sx682
CHEMBL4297488,ct-7001,2.0,Small molecule,8,samuraciclib,ct-7001|ct7001|icec-0942|icec0942
CHEMBL4297489,zabadinostat,2.0,Small molecule,11,zabadinostat,cxd-101|cxd101
CHEMBL4297490,cm-4307,3.0,Small molecule,3,,cm-4307
CHEMBL4297495,iopofosine i 131,2.0,Small molecule,18,iopofosine (131i)|iopofosine i 131|iopofosine i 131,131i-clr1404|131i-nm-404|clr 131|clr-131|clr131
CHEMBL4297509,elacestrant,4.0,Small molecule,8,elacestrant|elacestrant,er-306323|rad-1901|rad1901
CHEMBL4297516,lurbinectedin,4.0,Small molecule,15,lurbinectedin|lurbinectedin|zepsyre|zepzelca,pm-01183|pm01183|pm-1183|pm1183
CHEMBL4297522,pemigatinib,4.0,Small molecule,11,pemazyre|pemigatinib|pemigatinib,incb054828
CHEMBL4297540,4-isothioureidobutyronitrile,2.0,Small molecule,4,,nsc-525990
CHEMBL4297545,lutetium oxodotreotide lu-177,4.0,Protein,24,lutathera|lutetium (177lu) oxodotreotide,
CHEMBL4297559,hiltonol,2.0,Unknown,5,,
CHEMBL4297562,dkn-01,2.0,Unknown,7,sirexatamab,dkn-01|dkn01|ly-2812176|ly2812176
CHEMBL4297563,pacmilimab,2.0,Antibody,8,pacmilimab|pacmilimab,cx-072|cx072|cx-072 probody
CHEMBL4297565,certolizumab,3.0,Antibody,1,,
CHEMBL4297571,penpulimab,3.0,Antibody,7,penpulimab|penpulimab,ak-105|ak105
CHEMBL4297573,tagraxofusp,4.0,Protein,15,elzonris|tagraxofusp|tagraxofusp,dt-3881l3|dt388il3|molecule 129|molecule-129|sl-401
CHEMBL4297584,tenalisib,2.0,Small molecule,4,tenalisib,rp6530
CHEMBL4297598,linrodostat,3.0,Small molecule,12,linrodostat|linrodostat,bms 986205|bms-986205|f 001287|f-001287|f001287
CHEMBL4297615,parsaclisib,3.0,Small molecule,7,parsaclisib|parsaclisib,incb-050465|incb050465
CHEMBL4297634,gadopiclenol,4.0,Small molecule,11,elucirem|gadopiclenol|gadopiclenol|vueway,p-03277|p03277
CHEMBL4297636,plocabulin,2.0,Small molecule,9,plocabulin,j3.348.355d|pm-060184|pm060184
CHEMBL4297688,adu-s100,2.0,Unknown,7,,adu-s100|cdn agonist adu-s100|miw815|mw-815
CHEMBL4297690,nogapendekin alfa,3.0,Protein,10,nogapendekin alfa|nogapendekin alfa,alt-803|il-15n72d|n-803
CHEMBL4297707,renvistobart,2.0,Antibody,7,renvistobart,bms986207
CHEMBL4297713,cabiralizumab,2.0,Antibody,4,cabiralizumab,
CHEMBL4297715,camrelizumab,3.0,Antibody,6,camrelizumab,shr-1210
CHEMBL4297716,carbogen,3.0,Unknown,2,,
CHEMBL4297721,cdx-1140,2.0,Unknown,4,,cdx-1140|cdx1140
CHEMBL4297723,cemiplimab,4.0,Antibody,12,cemiplimab|cemiplimab|libtayo,regn-2810|regn2810
CHEMBL4297725,chlorine dioxide,2.0,Unknown,3,,
CHEMBL4297728,cirmtuzumab,3.0,Antibody,3,zilovertamab,uc-961
CHEMBL4297736,praluzatamab ravtansine,2.0,Antibody drug conjugate,8,praluzatamab ravtansine|praluzatamab ravtansine,cx-2009
CHEMBL4297747,endostatin,3.0,Unknown,4,,yh 16|yh-16
CHEMBL4297748,onvitrelin ucalontide,2.0,Protein,11,onvitrelin ucalontide|ucalolictide,ep-100|ep100|ep-100 (peptide)
CHEMBL4297755,fp-1039,2.0,Unknown,10,,fp-1039|fp1039|gsk-3052230|gsk3052230|hgs1036
CHEMBL4297763,gti-2040,2.0,Unknown,2,,
CHEMBL4297772,interleukin-7,2.0,Unknown,9,,cyt107
CHEMBL4297774,amivantamab,4.0,Antibody,16,amivantamab|amivantamab|rybrevant,cnto-4424|cnto4424|jnj-611|jnj 61186372|jnj-61186372
CHEMBL4297778,loncastuximab tesirine,4.0,Antibody drug conjugate,12,loncastuximab tesirine|loncastuximab tesirine|zynlonta,adct-402|adct-402 tesirine
CHEMBL4297784,favezelimab,3.0,Antibody,7,favezelimab|favezelimab|mavezelimab,mk-4280|mk4280
CHEMBL4297785,vibostolimab,3.0,Antibody,9,vibostolimab|vibostolimab|vibostolimab component of mk-7684a,mk-7684|mk7684|tigit inhibitor mk-7684|tigit-targeting agent mk-7684
CHEMBL4297787,monalizumab,3.0,Antibody,9,monalizumab,iph2201|iph-2201 (anti-nkg2a)|nn-8765|nn8765|nn8765-3658
CHEMBL4297788,mosunetuzumab,4.0,Antibody,17,lunsumio|mosunetuzumab|mosunetuzumab,btct-4465a|btct4465a|rg-7828|rg7828|rg-7828 (anti-cd20 & cd3)
CHEMBL4297800,pegteograstim,2.0,Protein,4,pegteograstim,
CHEMBL4297809,elranatamab,4.0,Antibody,12,elranatamab|elranatamab|elrexfio,pf-06863135|rn-613|rn613
CHEMBL4297813,pri-724,2.0,Unknown,5,foscenvivint,"pri-724|pri724|(s,s)-icg-001"
CHEMBL4297815,cinrebafusp alfa,2.0,Protein,6,cinrebafusp alfa|cinrebafusp alfa,prs-343
CHEMBL4297817,qs-21,3.0,Unknown,11,qs-21 component of alfq  qs21|qs-21 component of as01|qs-21 component of as01e,qs21|saponin qa-21v1
CHEMBL4297819,ropeginterferon alfa-2b,4.0,Protein,12,besremi|ropeginterferon alfa-2b,
CHEMBL4297828,adebrelimab,3.0,Antibody,5,adebrelimab,hti-1088|shr-1316
CHEMBL4297829,sintilimab,3.0,Antibody,8,sintilimab|sintilimab|tyvyt,anti-pd-1 monoclonal antibody ibi308|ibi-308|ibi308
CHEMBL4297831,spartalizumab,3.0,Antibody,9,spartalizumab|spartalizumab,anti-pd1 monoclonal antibody pdr001|nvp-lzv184|pdr-001|pdr001
CHEMBL4297838,tilsotolimod,3.0,Unknown,4,tilsotolimod|tilsotolimod,imo-2125
CHEMBL4297840,tislelizumab,4.0,Antibody,19,tevimbra|tislelizumab|tislelizumab|tizveni,bgb-a317|bgba-317|bgba317|bgn-1|bgn1
CHEMBL4297841,tisotumab vedotin,4.0,Antibody drug conjugate,14,tisotumab vedotin|tisotumab vedotin|tivdak,gct1015-04|humax-tf-adc|igg1-1015-011-1006|tf-011-mmae
CHEMBL4297843,toripalimab,4.0,Antibody,21,loqtorzi|toripalimab|toripalimab,chs-007|js-001|js001|tab-001|tab001
CHEMBL4297844,trastuzumab deruxtecan,4.0,Antibody drug conjugate,12,enhertu|trastuzumab deruxtecan|trastuzumab deruxtecan,ds-8201|ds-8201a
CHEMBL4297850,xentuzumab,2.0,Antibody,5,xentuzumab,bi 836845|bi-836845
CHEMBL4297856,zimberelimab,3.0,Antibody,11,zimberelimab|zimberelimab,ab-122|ab122|gls-010|wbp-3055|wbp3055
CHEMBL4297865,abivertinib,3.0,Small molecule,10,abivertinib|abivertinib,a610|ac-0010|ac0010|acea100610|ex-acea0010
CHEMBL4297876,zalifrelimab,2.0,Antibody,7,zalifrelimab|zalifrelimab,agen1884
CHEMBL4297877,balstilimab,3.0,Antibody,6,balstilimab|balstilimab,agen-2034|agen2034
CHEMBL4297880,evorpacept,2.0,Protein,12,evorpacept|evorpacept,alx-148|alx148
CHEMBL4297883,ivuxolimab,3.0,Antibody,9,ivuxolimab|ivuxolimab,pf-04518600|pf04518600|pf-8600
CHEMBL4297888,sotigalimab,2.0,Antibody,8,sotigalimab|sotigalimab,apx-005|apx-005m|apx005m|epi-0050
CHEMBL4297892,anvatabart opadotin,2.0,Antibody drug conjugate,11,anvatabart opadotin|anvatabart opadotin|anvatabart opafidotin,arx-788|arx788|arx788 adc
CHEMBL4297938,lifastuzumab vedotin,2.0,Antibody drug conjugate,10,lifastuzumab vedotin|lifastuzumab vedotin,dnib-0600a|dnib0600a|napi3b|rg-7599
CHEMBL4297939,datopotamab deruxtecan,3.0,Antibody drug conjugate,11,datopotamab deruxtecan|datopotamab deruxtecan,adc ds-1062a|dato-dxd|ds-1062|ds1062|ds-1062a
CHEMBL4297946,"endostatin, n-terminal-mggshhhhh",3.0,Unknown,3,,
CHEMBL4297950,efbemalenograstim alfa,4.0,Protein,13,efbemalenograstim alfa|efbemalenograstim alfa|ryzneuta,f-627|f627
CHEMBL4297960,davanat,2.0,Unknown,4,,gm-ct-01
CHEMBL4297969,feladilimab,3.0,Antibody,9,feladilimab|feladilimab,3359609|gsk-3359609|gsk3359609|gsk-609
CHEMBL4297984,naxitamab,4.0,Antibody,11,danyelza|naxitamab|naxitamab,hu3f8
CHEMBL4297985,magrolimab,3.0,Antibody,6,magrolimab|magrolimab,hu5f9-g4
CHEMBL4297990,tebentafusp,4.0,Protein,17,kimmtrak|tebentafusp|tebentafusp,imcgp 100|imcgp-100|imcgp100|immtac imcgp100|immtac imcgpgp 100
CHEMBL4298001,cetrelimab,3.0,Antibody,7,cetrelimab|cetrelimab,jnj-63723283|jnj63723283
CHEMBL4298004,vopratelimab,2.0,Antibody,7,vopratelimab|vopratelimab,jtx-2011
CHEMBL4298006,envafolimab,3.0,Antibody,9,envafolimab,asc-22|asc22|kn-035|kn035
CHEMBL4298009,ieramilimab,2.0,Antibody,9,ieramilimab|ieramilimab,lag-525|lag525|nvp-lag525
CHEMBL4298024,bintrafusp alfa,3.0,Protein,10,bintrafusp alfa|bintrafusp alfa,8l9yq2n6pa|m-7824|m7824|msb-0011359c|msb0011359c
CHEMBL4298025,zenocutuzumab,4.0,Antibody,10,bizengri|zenocutuzumab|zenocutuzumab,mcla-128|mcla128
CHEMBL4298027,bizaxofusp,2.0,Protein,13,bizaxofusp,mdna-55|mdna55|nbi-3001|nbi3001|prx-321
CHEMBL4298037,retifanlimab,4.0,Antibody,19,retifanlimab|retifanlimab|zynyz,aex-1188|aex1188|incmga-00012|incmga00012|incmga-0012
CHEMBL4298045,indusatumab vedotin,2.0,Antibody drug conjugate,8,indusatumab vedotin,mln-0264|mln0264|tak-264
CHEMBL4298047,tafasitamab,4.0,Antibody,18,minjuvi|monjuvi|monjuvi (tafasitamab-cxix) for injection|tafasitamab|tafasitamab,mor-00208|mor00208|mor208|xmab5574
CHEMBL4298050,tiragolumab,3.0,Antibody,11,tiragolumab|tiragolumab,mtig-7192a|mtig7192a|rg-6058|rg6058|ro-7092284
CHEMBL4298052,demplatin pegraglumer,3.0,Small molecule,8,demplatin pegraglumer|demplatin pegraglumer,nc-6004|nc-6004 nanoplatin
CHEMBL4298056,immunocytokine nhs-il12,2.0,Unknown,7,,m-9241|m9241|nhsil-12|nhsil12
CHEMBL4298057,nisevokitug,3.0,Antibody,8,nisevokitug,nis-793|nis793
CHEMBL4298058,bempegaldesleukin,3.0,Protein,10,bempegaldesleukin|bempegaldesleukin,nktr-214|nktr-214 prodrug
CHEMBL4298065,omega-3 fatty acids,3.0,Unknown,13,,ndi 441
CHEMBL4298079,sephb4-hsa,2.0,Unknown,3,,sephb4hsa
CHEMBL4298084,odronextamab,3.0,Antibody,7,odronextamab|odronextamab,regn-1979|regn1979
CHEMBL4298085,fianlimab,3.0,Antibody,6,fianlimab|fianlimab,regn-3767|regn3767
CHEMBL4298092,glofitamab,4.0,Antibody,15,columvi|glofitamab|glofitamab,rg-6026|rg6026|ro-7082859|ro7082859
CHEMBL4298101,ladiratuzumab vedotin,2.0,Antibody drug conjugate,7,ladiratuzumab vedotin,sgn-liv1a|sgnliv1a
CHEMBL4298106,montmorillonite,3.0,Unknown,10,,
CHEMBL4298119,olinvacimab,2.0,Antibody,5,olinvacimab,ttac-0001
CHEMBL4298123,cobolimab,2.0,Antibody,8,cobolimab|cobolimab,tsr-022|tsr022|wbp-296a
CHEMBL4298124,dostarlimab,4.0,Antibody,16,dostarlimab|dostarlimab|jemperli,gsk-4057190|gsk4057190|tsr-042|wbp-285|wbp285
CHEMBL4298138,repotrectinib,4.0,Small molecule,8,augtyro|repotrectinib|repotrectinib,tpx-0005|trx-0005
CHEMBL4298178,trastuzumab duocarmazine,3.0,Antibody drug conjugate,7,trastuzumab duocarmazine|trastuzumab duocarmazine,syd-985|syd985
CHEMBL4298190,omidubicel,4.0,Cell,8,nicord|omidubicel|omidubicel|omidubicel component of omisirge,"cultured fraction, cf"
CHEMBL4298191,sasanlimab,3.0,Antibody,5,sasanlimab|sasanlimab,pf-06801591|rn-888
CHEMBL4298199,idecabtagene vicleucel,4.0,Gene,11,abecma|idecabtagene vicleucel|idecabtagene vicleucel,bb2121|bb-2121
CHEMBL4298200,lifileucel,4.0,Cell,12,amtagvi|lifileucel|lifileucel,ln-144|ln-145
CHEMBL4298205,etigilimab,2.0,Antibody,4,etigilimab|etigilimab,omp-313m32
CHEMBL4298206,tavokinogene telseplasmid,2.0,Gene,11,immunopulse il-12|tavo|tavokinogene telseplasmid|tavokinogene telseplasmid,12-ngvl331|pngvl3-hil-12|pumvc3-hil
CHEMBL4298209,belantamab mafodotin,4.0,Antibody drug conjugate,12,belantamab mafodotin|belantamab mafodotin|blenrep,gsk-2857916|gsk2857916
CHEMBL429876,cilengitide,3.0,Protein,8,cilengitide|cilengitide,emd-12192|emd 121974|emd-121974
CHEMBL429910,dapagliflozin,4.0,Small molecule,18,dapagliflozin|dapagliflozin|dapagliflozin component of br1019|dapagliflozin component of qtern|dapagliflozin component of qternmet,bms-512148|lyn-045
CHEMBL4299851,piflufolastat,4.0,Small molecule,2,,
CHEMBL43,amsacrine,4.0,Small molecule,21,amsacrine|amsacrine|amsacrine|amsidyl,ci-880|m-amsa|nci-249992|nsc-156303|nsc-249992
CHEMBL4300244,samarium,3.0,Small molecule,3,,sm
CHEMBL4303060,melphalan flufenamide,4.0,Small molecule,14,melphalan flufenamide|melphalan flufenamide,j-1|j1|j 1 (prodrug)|j-1 (prodrug)|j1 (prodrug)
CHEMBL4303201,catequentinib,3.0,Small molecule,8,catequentinib|catequentinib,al 3818|al-3818|al3818
CHEMBL4303214,fruquintinib,4.0,Small molecule,10,fruquintinib|fruquintinib|fruzaqla,hmpl-013|hmpl013
